text,target,prompt
Why didn't my transfer get to the recipient?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why didn't my transfer get to the recipient?

### Response:
transfer_not_received_by_recipient"
When will I get my money? It's been too long.,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
When will I get my money? It's been too long.

### Response:
transfer_not_received_by_recipient"
How long will a transaction to a friend take?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long will a transaction to a friend take?

### Response:
transfer_not_received_by_recipient"
How long will it be  before the person I sent money to is able to see it?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long will it be  before the person I sent money to is able to see it?

### Response:
transfer_not_received_by_recipient"
Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?

### Response:
transfer_not_received_by_recipient"
I don't see the transaction I made to a friend on my account.,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I don't see the transaction I made to a friend on my account.

### Response:
transfer_not_received_by_recipient"
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.

### Response:
transfer_not_received_by_recipient"
"how long does it take to transfer money, my retailer is waiting",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
how long does it take to transfer money, my retailer is waiting

### Response:
transfer_not_received_by_recipient"
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?

### Response:
transfer_not_received_by_recipient"
"I sent money to someone but they haven't gotten it, what's going on?",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I sent money to someone but they haven't gotten it, what's going on?

### Response:
transfer_not_received_by_recipient"
I dont see my reciept,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I dont see my reciept

### Response:
transfer_not_received_by_recipient"
How long will it take for my transfer to arrive?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long will it take for my transfer to arrive?

### Response:
transfer_not_received_by_recipient"
Why hasn't my friend received the money i sent them yet?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why hasn't my friend received the money i sent them yet?

### Response:
transfer_not_received_by_recipient"
the money i transferred didnt arrive,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
the money i transferred didnt arrive

### Response:
transfer_not_received_by_recipient"
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I am having an issue with an in country transfer I did a few days ago. It has yet to appear in my account. I have checked to be sure that all account information is correct multiple times. What is taking the transfer so long?

### Response:
transfer_not_received_by_recipient"
why has a transaction to a friend been delayed?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
why has a transaction to a friend been delayed?

### Response:
transfer_not_received_by_recipient"
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?

### Response:
transfer_not_received_by_recipient"
Where is my last money transaction,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where is my last money transaction

### Response:
transfer_not_received_by_recipient"
Why isn't the recipient seeing the transaction? I just sent the money.,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why isn't the recipient seeing the transaction? I just sent the money.

### Response:
transfer_not_received_by_recipient"
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?

### Response:
transfer_not_received_by_recipient"
I transferred money but the recipient does not see the funds in their account?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I transferred money but the recipient does not see the funds in their account?

### Response:
transfer_not_received_by_recipient"
My transaction has not been received. When are you going to process it?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
My transaction has not been received. When are you going to process it?

### Response:
transfer_not_received_by_recipient"
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.

### Response:
transfer_not_received_by_recipient"
I have not received the completed transaction.,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have not received the completed transaction.

### Response:
transfer_not_received_by_recipient"
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?

### Response:
transfer_not_received_by_recipient"
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.

### Response:
transfer_not_received_by_recipient"
I did a money transaction and dont have a receipt,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I did a money transaction and dont have a receipt

### Response:
transfer_not_received_by_recipient"
where has my transferred money gone?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
where has my transferred money gone?

### Response:
transfer_not_received_by_recipient"
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?

### Response:
transfer_not_received_by_recipient"
Money is not in recipients account.,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Money is not in recipients account.

### Response:
transfer_not_received_by_recipient"
My money transaction can't be seen by the person I sent it to,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
My money transaction can't be seen by the person I sent it to

### Response:
transfer_not_received_by_recipient"
The recipient doesn't see the money transaction I made,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
The recipient doesn't see the money transaction I made

### Response:
transfer_not_received_by_recipient"
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?

### Response:
transfer_not_received_by_recipient"
Recipient has not received the money,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Recipient has not received the money

### Response:
transfer_not_received_by_recipient"
"How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.

### Response:
transfer_not_received_by_recipient"
"I sent a payment, but the person I sent it to says they don't have it",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I sent a payment, but the person I sent it to says they don't have it

### Response:
transfer_not_received_by_recipient"
I sent a payment but it isn't showing up in the app,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I sent a payment but it isn't showing up in the app

### Response:
transfer_not_received_by_recipient"
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?

### Response:
transfer_not_received_by_recipient"
Why hasn't my transaction arrived to my friend yet?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why hasn't my transaction arrived to my friend yet?

### Response:
transfer_not_received_by_recipient"
Why hasn't the transaction I did arrive yet?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why hasn't the transaction I did arrive yet?

### Response:
transfer_not_received_by_recipient"
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.

### Response:
transfer_not_received_by_recipient"
Why hasn't my transaction arrived?,transfer_not_received_by_recipient,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why hasn't my transaction arrived?

### Response:
transfer_not_received_by_recipient"
What currencies do you accept for adding money?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What currencies do you accept for adding money?

### Response:
supported_cards_and_currencies"
Is American Express supported for adding funds?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is American Express supported for adding funds?

### Response:
supported_cards_and_currencies"
How can I top up my account and which currency can I use?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I top up my account and which currency can I use?

### Response:
supported_cards_and_currencies"
What currencies are approved to add money?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What currencies are approved to add money?

### Response:
supported_cards_and_currencies"
My card wants to be topped what do you guys support?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
My card wants to be topped what do you guys support?

### Response:
supported_cards_and_currencies"
Can I top off with a debit card?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I top off with a debit card?

### Response:
supported_cards_and_currencies"
Can I top up my card with other cards?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I top up my card with other cards?

### Response:
supported_cards_and_currencies"
"I would like to top up via credit card, which credit cards do you support?",supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I would like to top up via credit card, which credit cards do you support?

### Response:
supported_cards_and_currencies"
What currencies and cards do you support?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What currencies and cards do you support?

### Response:
supported_cards_and_currencies"
Can I use a credit card from the US to top up?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I use a credit card from the US to top up?

### Response:
supported_cards_and_currencies"
What payment methods are used to top up?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What payment methods are used to top up?

### Response:
supported_cards_and_currencies"
why don't you accept american express for adding money to my account,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
why don't you accept american express for adding money to my account

### Response:
supported_cards_and_currencies"
"If I top up by card, what options do I have re: currency and card type?",supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
If I top up by card, what options do I have re: currency and card type?

### Response:
supported_cards_and_currencies"
Can I use my American Express card to add money into my account?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I use my American Express card to add money into my account?

### Response:
supported_cards_and_currencies"
I only have a card from the US is that okay?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I only have a card from the US is that okay?

### Response:
supported_cards_and_currencies"
Can I use this app for any currency?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I use this app for any currency?

### Response:
supported_cards_and_currencies"
I'd prefer to use my American Express when putting funds into my account.,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I'd prefer to use my American Express when putting funds into my account.

### Response:
supported_cards_and_currencies"
"I have a US credit card, will you accept it?",supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have a US credit card, will you accept it?

### Response:
supported_cards_and_currencies"
What currency is acceptable for a top up?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What currency is acceptable for a top up?

### Response:
supported_cards_and_currencies"
Will you accept my credit card?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Will you accept my credit card?

### Response:
supported_cards_and_currencies"
What currencies do you accept to add money?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What currencies do you accept to add money?

### Response:
supported_cards_and_currencies"
what cards and currencies are accepted?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
what cards and currencies are accepted?

### Response:
supported_cards_and_currencies"
What currencies can be used for top up?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What currencies can be used for top up?

### Response:
supported_cards_and_currencies"
How can I top up my card with another card?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I top up my card with another card?

### Response:
supported_cards_and_currencies"
Which cards do you support for top up?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Which cards do you support for top up?

### Response:
supported_cards_and_currencies"
Which currencies do you handle?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Which currencies do you handle?

### Response:
supported_cards_and_currencies"
I have one other credit card from the US. Do you take it?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have one other credit card from the US. Do you take it?

### Response:
supported_cards_and_currencies"
Do you have a list of cards and currencies you support?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Do you have a list of cards and currencies you support?

### Response:
supported_cards_and_currencies"
Are there certain cards and currencies you support?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Are there certain cards and currencies you support?

### Response:
supported_cards_and_currencies"
How do I use American express to top up my account?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I use American express to top up my account?

### Response:
supported_cards_and_currencies"
use my credit to add money,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
use my credit to add money

### Response:
supported_cards_and_currencies"
Can you accept my other card from the U.S.?  It is the only other one I have.,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can you accept my other card from the U.S.?  It is the only other one I have.

### Response:
supported_cards_and_currencies"
I need to know if you will accept my credit card.,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to know if you will accept my credit card.

### Response:
supported_cards_and_currencies"
What are the currencies and cards that are supported with my account?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What are the currencies and cards that are supported with my account?

### Response:
supported_cards_and_currencies"
What are my payment options?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What are my payment options?

### Response:
supported_cards_and_currencies"
How can I use my American Express to add money into my account?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I use my American Express to add money into my account?

### Response:
supported_cards_and_currencies"
Which cards are accepted for topping up?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Which cards are accepted for topping up?

### Response:
supported_cards_and_currencies"
can i use my mastercard to add money to my account,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
can i use my mastercard to add money to my account

### Response:
supported_cards_and_currencies"
What type of card can I use to top up?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What type of card can I use to top up?

### Response:
supported_cards_and_currencies"
How can I get funds into my account from my American Express?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I get funds into my account from my American Express?

### Response:
supported_cards_and_currencies"
"I am adding money, what currencies do you accept to do this?",supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I am adding money, what currencies do you accept to do this?

### Response:
supported_cards_and_currencies"
What currencies are accepted to add money?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What currencies are accepted to add money?

### Response:
supported_cards_and_currencies"
how can i add money from my amex card,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
how can i add money from my amex card

### Response:
supported_cards_and_currencies"
I only have one other credit card from the US. Do you accept that?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I only have one other credit card from the US. Do you accept that?

### Response:
supported_cards_and_currencies"
I have one other credit card from the US. Do you take that?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have one other credit card from the US. Do you take that?

### Response:
supported_cards_and_currencies"
What are the currencies that are accepted to add money?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What are the currencies that are accepted to add money?

### Response:
supported_cards_and_currencies"
how can i transfer money from american express card,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
how can i transfer money from american express card

### Response:
supported_cards_and_currencies"
I have another card from the U.S. Will you be able to accept that one?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have another card from the U.S. Will you be able to accept that one?

### Response:
supported_cards_and_currencies"
"I want to add money to my card, what payments do you accept?",supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I want to add money to my card, what payments do you accept?

### Response:
supported_cards_and_currencies"
What currency can I use to add money?,supported_cards_and_currencies,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What currency can I use to add money?

### Response:
supported_cards_and_currencies"
When will I get a virtual card? I haven't gotten one yet,getting_virtual_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
When will I get a virtual card? I haven't gotten one yet

### Response:
getting_virtual_card"
What is the best way to get my virtual card?,getting_virtual_card,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What is the best way to get my virtual card?

### Response:
getting_virtual_card"
